timestamp,value
1772935589.7214627,-14.593126189728196
1772935589.7214906,-11.727263526132093
1772935589.7215035,-14.173412410686637
1772935589.7215123,-17.770086113855164
1772935589.72152,-14.912861646045142
1772935589.7215283,-2.3609829249815557
1772935589.737688,-10.769186845740697
1772935589.7696772,1.3948863768705406
1772935589.8058205,-11.30554616945326
1772935589.8058493,-15.389693137278272
1772935589.805859,-17.74197943401123
1772935589.805868,-13.591417138826655
1772935589.805876,-2.010821930021854
1772935589.8781145,-14.6224154572608
1772935589.8781369,-19.414161029078837
1772935589.878147,-16.935072253971395
1772935589.894157,-4.081247851366356
1772935589.9705472,-13.843784325573642
1772935589.9705665,-14.341177154441993
1772935589.9705763,-11.445668720573348
1772935589.9705863,-2.399612460494188
1772935590.018712,-2.2233881477330617
1772935590.0538042,-12.50878139421768
1772935590.0538228,-14.920256246523707
1772935590.053833,-12.08761568213266
1772935590.0538423,-1.7057398739208858
1772935590.129123,-12.271820073880907
1772935590.129154,-14.918770614211647
1772935590.1291676,-10.665122303626504
1772935590.1291776,2.845859607755208
1772935595.736087,7.643785224652981
1772935599.093806,10.544548166526344
1772935599.1249435,13.304812331389533
1772935599.124966,10.349325487347386
1772935599.1249762,6.9109426161294145
1772935599.1249852,8.478825759775756
1772935599.124994,15.460379617673064
1772935601.9042733,14.739756118738162
1772935603.735762,24.69391459579084
1772935650.7763233,9.301134069907173
1772935656.0539043,-28.05145477954906
1772935656.053924,-30.048749065030194
1772935656.0539336,-11.388603774691257
1772935657.4354858,-10.875504073289713
1772935659.3422248,-33.73359590347475
1772935659.3422468,-18.353501139536494
1772935660.226549,-18.63288646573538
1772935662.1217735,-17.970358426972886
1772935662.828574,-16.609897497365317
1772935664.5315194,-41.74745202184931
1772935664.5475936,-23.653548463053355
1772935664.752467,-45.36372570856656
1772935664.7524872,-20.328293863430527
1772935665.7324615,-52.133322324881284
1772935665.7635996,-46.72544487077817
1772935665.763622,-24.46884243720198
1772935666.2616777,-24.732773213958076
1772935667.4155269,-55.479258626789644
1772935667.4155493,-46.814536855321755
1772935667.4155588,-21.290693613427656
1772935668.4595542,-23.84677740403404
1772935669.4235573,-60.252065659397445
1772935669.4396296,-51.59339715805877
1772935669.439646,-23.455448410991043
1772935669.536544,-62.01683020901529
1772935669.5521002,-56.989617618330044
1772935669.552125,-30.6442624231639
1772935669.7539613,-56.802648349746775
1772935669.753982,-27.334149765357484
1772935670.2038488,-52.13968183829133
1772935670.2038727,-25.434309710265232
1772935670.7790227,-54.70679456532304
1772935670.779041,-27.565837137247055
1772935671.726908,-27.4027794268766
1772935671.7660592,-54.75098199828115
1772935671.7660823,-50.95919505121084
1772935671.7660923,-51.3297113785418
1772935671.766101,-57.79545869932737
1772935671.7661097,-62.31144744016929
1772935671.7661176,-52.373428367182925
1772935671.7661257,-23.71496440611626
1772935672.5051253,-22.36963254254499
1772935675.6219225,-24.811966739416988
1772935677.5978713,-64.94079039566002
1772935677.5978932,-34.79461989570514
