timestamp,value
1772933705.6868377,58168.1650282561
1772933705.7390049,-8015.56971528703
1772933705.7390354,-7574.539485609035
1772933705.7390506,3566.268262335668
1772933705.7390604,11491.80902581547
1772933705.7390695,4521.4388801379855
1772933705.7390792,-11237.336693050338
1772933705.7390883,-16416.99393397658
1772933705.739097,1386.6455926932535
1772933705.7391067,33590.23725675359
1772933705.7391152,57329.04045583212
1772933705.8083427,-9420.989704721398
1772933705.8083663,-716.776705890011
1772933705.8083756,9663.942618448591
1772933705.8083863,6820.320066734331
1772933705.808396,-6416.852899438593
1772933705.8084044,-11904.53800112356
1772933705.8084123,-564.4356265501184
1772933705.8084204,13518.981178558495
1772933705.8084283,9932.98923375959
1772933705.8084364,-10139.905146480585
1772933705.808444,-21304.602427312664
1772933705.8084517,-2590.1336815713134
1772933705.8084593,36287.21109153372
1772933705.808467,63014.490969397084
1772933705.904704,-63761.261054326
1772933706.0493288,-1609.201844309032
1772933706.0493667,3251.9822834860906
1772933706.049382,5168.008951922349
1772933706.0493903,1387.0730988748371
1772933706.049398,-2769.5818496702364
1772933706.049406,-1393.6074986073268
1772933706.0494137,3619.5018050122717
1772933706.0494213,5180.333605278637
1772933706.0494287,1024.2692946240677
1772933706.0494363,-3008.9433764622304
1772933706.0494444,-1174.4242786409595
1772933706.0494528,4003.999331253274
1772933706.0494604,5202.409058746725
1772933706.049468,645.1116101442166
1772933706.0494783,-3275.3306148477345
1772933706.0494876,-957.4450841795243
1772933706.0494957,4416.170795942811
1772933706.0495055,5241.76230713618
1772933706.049514,240.09688699500472
1772933706.0495217,-3582.7237943923456
1772933706.0495293,-737.4286019105563
1772933706.0495372,4881.014073925767
1772933706.0495443,5314.324450545429
1772933706.049552,-205.7082712452598
1772933706.0495596,-3957.9922424089013
1772933706.049567,-513.0069961180203
1772933706.0495744,5434.261180566706
1772933706.049582,5445.495326610571
1772933706.0495894,-717.0708734111581
1772933706.049597,-4449.400539987202
1772933706.0496047,-286.8800828009704
1772933706.049612,6135.899295605793
1772933706.0496194,5686.97440394138
1772933706.138774,-1373.7940074012806
1772933706.1388097,-5160.125254764454
1772933706.138821,-2.194622228438966
1772933706.219043,-112608.96550657887
1772933706.2351325,36123.8874756386
1772933706.3897407,66416.63228377944
1772933706.389779,46641.734933796724
1772933706.389789,3436.5365700913903
1772933706.3897984,-19682.376914180975
1772933706.3898067,-9443.903289209173
1772933706.3898184,10876.1745533095
1772933706.3898299,14901.258881777923
1772933706.389838,2460.237858284837
1772933706.3898487,-7080.6610046895075
1772933706.3898585,-2478.9627804121487
1772933706.3898673,7434.848415967843
1772933706.3898747,8822.283005988587
1772933706.389883,1374.2903983395342
1772933706.389891,-3573.324280632401
1772933706.3898993,282.76808243238554
1772933706.389907,6517.736007080746
1772933706.3899148,6217.369983463254
1772933706.389923,432.1331853390187
1772933706.3899312,-2166.3617335551007
1772933706.3899388,2017.6308501554913
1772933706.3899467,6642.734768035977
1772933706.3899543,4799.717162178117
1772933706.389963,-933.9851932677226
1772933706.3899708,-2006.7222280544042
1772933706.3899782,3756.9369632390667
1772933706.389986,8279.597757448537
1772933706.3899937,4072.2472662967148
1772933706.3900013,-4258.265629390934
1772933706.3900092,-4311.747435840983
1772933706.3900166,7342.772503519027
1772933706.3900242,16786.755531343402
1772933706.3900318,5776.547372243895
1772933706.3900392,-26250.646346286747
1772933706.3900464,-56588.443886832836
1772933706.4640307,-6073.527427478012
1772933706.4640515,-17553.18107281661
1772933706.4640615,-2900.5575927947702
1772933706.4640725,34218.27001518279
1772933706.4640815,64049.7274871866
1772933706.8075297,-59092.34730038974
1772933706.8075595,-66699.93628189097
1772933706.80757,-33553.20793091061
1772933706.8075793,13681.950642356109
1772933706.8075883,33547.068990552216
1772933706.807597,9408.81626916214
1772933706.807606,-35761.029106840644
1772933706.8076136,-63447.20786946163
1772933706.8076212,-55176.82014145984
1772933706.807629,-23775.455787033694
1772933706.8076367,5070.903289749753
1772933706.8076446,15945.962186745206
1772933706.8076527,9814.860906028787
1772933706.8076608,-3445.7294886828067
1772933706.8076687,-11444.191579123173
1772933706.8076768,-2398.8590014876054
1772933706.8076847,26847.34066020537
1772933706.8076923,60873.15790981817
1772933706.9992876,3543.985957360724
1772933706.9993196,4954.481279575674
1772933706.9993305,3562.528462910474
1772933706.9993405,1257.3080479434104
1772933706.9993498,2446.3075758614614
1772933706.9993591,6212.528196399436
1772933706.9993718,6533.132635951411
1772933706.9993827,1695.281978536444
1772933706.9993916,-1478.0083383347132
1772933706.9994028,2994.9325191724424
1772933706.9994128,9822.09872537594
1772933706.999421,8079.533797166595
1772933707.1699345,-2196.2923784740537
1772933707.1699653,-6332.956064671029
1772933707.1699753,5605.692074430817
1772933707.1699846,20338.442685943508
1772933707.1699936,12059.006131998782
1772933707.170002,-24863.219654567467
1772933707.2662933,-61572.39574119353
1772933707.455109,-62214.09120294173
1772933707.455129,-24559.384825710327
1772933707.455139,15007.199896558535
1772933707.7242715,-31489.35769610396
1772933707.7243056,-12414.849782414198
1772933707.7243176,-4202.372075828513
1772933707.7243276,-11373.968384018011
1772933707.7243369,-30862.466790628783
1772933707.8045347,-52321.224388280905
1772933707.820594,-63120.98033114635
1772933707.9541657,63444.61710268511
1772933707.954203,53652.7172314214
1772933707.954214,11757.724633294736
1772933708.136953,35716.03443647612
1772933708.136977,43771.24912246665
1772933708.1369872,65019.38225190484
1772933708.3820465,65461.48201861262
1772933708.382085,33264.61006264516
1772933708.3820932,-6255.527632147373
1772933708.3821025,-19100.12646521332
1772933708.3821096,-1396.8389444746924
1772933708.3821156,17974.808778612845
1772933708.3821216,13348.289850865904
1772933708.3821273,-7234.511458615981
1772933708.3821332,-14147.141861071335
1772933708.3821385,4262.767619385215
1772933708.3821445,24030.09750064649
1772933708.3821511,12999.275202126451
1772933708.5747375,-58860.282190112084
1772933708.5747654,-35253.25404344753
1772933708.5747783,2118.9127982586724
1772933708.5747893,22886.03306596607
1772933708.5747988,14763.66669150797
1772933708.5748084,-5363.605372586509
1772933708.5748167,-12240.657221561523
1772933708.5748255,-267.44920750147617
1772933708.5748348,13275.450036751028
1772933708.5748432,11462.543222459299
1772933708.5748527,-1911.758991025622
1772933708.5748625,-8850.30570932511
1772933708.5748715,-726.3176574937426
