timestamp,value
1772931831.4171803,156.21723514813553
1772931831.577832,205.6036961066237
1772931831.65815,185.8861261699022
1772931831.6742413,161.1074821374787
1772931831.7545607,169.66769281361897
1772931831.9152913,460.9923738729774
1772931831.9313445,576.4750191102908
1772931832.0598576,499.60252357579566
1772931832.0759833,219.86704860632864
1772931832.1492045,21.968197167292328
1772931832.1492276,0.7349830080563843
1772931832.1652827,272.140867765141
1772931832.1813335,373.19086896733205
1772931832.2295215,271.8207451796399
1772931832.2455628,88.9802391956315
1772931832.2937877,82.31657471560607
1772931832.3218777,253.44285730484822
1772931832.3218985,300.23970480761585
1772931832.3972116,228.54712643157018
1772931832.3972268,73.34852694214266
1772931832.4684792,153.26637428632753
1772931832.4685004,209.2498551252815
1772931832.4845853,325.57450039085194
1772931832.54785,313.0589482916697
1772931832.5478704,226.9757188033565
1772931832.54788,167.71260962675743
1772931832.6121652,281.464029386239
1772931832.6281676,303.2170853842072
1772931832.6281855,151.6573044415231
1772931832.7084827,214.47100248269695
1772931832.7085092,146.79553654672063
1772931832.7245753,189.83817264986834
1772931832.8692453,234.71148044029565
1772931832.885214,278.7297834472604
1772931832.9495325,207.208309236573
1772931833.0940971,245.708447425365
1772931833.0941231,167.8145192557807
1772931833.1904912,209.8224822867701
1772931833.2065215,200.4577605289864
1772931833.35121,156.13731841211506
1772931833.4154599,153.6223542981731
1772931833.4957364,189.2818839892297
1772931833.5118024,207.4641589112134
1772931833.5922065,224.16868182559995
1772931833.6724489,216.38361887449645
1772931833.7527697,194.8168737726314
1772931833.833159,198.49104610566866
1772931833.9134471,220.58506061103776
1772931833.993782,306.47671584084475
1772931834.009795,174.88916513891698
1772931834.2347195,160.06871672829126
1772931834.411512,224.01073693485822
1772931834.411551,128.95615232383474
1772931834.427515,96.25334381004559
1772931834.4917707,132.95071747815936
1772931834.540096,422.24168939708267
1772931834.556042,279.5287256931471
1772931834.73286,299.83086410774456
1772931834.8292568,295.804561032655
1772931834.877421,315.4606168979531
1772931834.9416416,448.34889254558334
1772931834.9577472,361.48433056177936
1772931834.9577732,182.12641206911576
1772931834.9737663,171.8336464326004
1772931835.1987336,268.38912979926675
1772931835.2147913,180.3974644455082
1772931835.2910547,330.36779702606356
1772931835.291074,189.279304564547
1772931835.355347,86.3678405928727
1772931835.435649,80.88531605934506
1772931835.4517272,120.9433322503742
1772931835.5320735,224.0690329389673
1772931835.612415,214.2911794918096
1772931835.676642,361.8416939083044
1772931835.7067566,316.89494552616065
1772931835.7067726,202.44762320579008
1772931835.787129,173.44709019379533
1772931835.9961128,117.39971648217347
1772931836.060282,318.763813950463
1772931836.0762858,169.48189574835658
1772931836.1566403,119.15900678299239
1772931836.2369668,84.73496108615552
1772931836.3013012,279.81368785960274
1772931836.328471,332.2798937830562
1772931836.3285253,279.567559512652
1772931836.3285403,107.3894535679209
1772931836.4046893,309.8803891254962
1772931836.4047122,376.2875404346815
1772931836.4047215,348.5157659355088
1772931836.4211507,196.74192410544325
1772931836.4689276,113.3476891437326
1772931836.4849908,167.9462578860011
1772931836.5643032,249.5920092436546
1772931836.564325,118.5585903415395
1772931836.7089212,448.7513277103263
1772931836.724991,411.4903651117577
1772931836.7410471,198.8570228953641
1772931836.7892952,214.40563352207275
1772931836.8856604,347.2082544276833
1772931836.901704,184.49477316560743
1772931836.965987,197.97512334671254
1772931836.9820392,349.4548496302894
1772931836.9981148,323.40586453194817
1772931837.0141795,176.33020725110973
1772931837.0463274,254.43241228476
1772931837.1427364,304.57284539875354
1772931837.2230396,443.0430296571697
1772931837.2391632,209.59936255298936
1772931837.3033516,275.59583987065974
1772931837.3515637,256.4366633477297
1772931837.3676555,439.6904125681824
1772931837.3838644,233.90313663591309
1772931837.496214,200.03607072524355
1772931837.528325,128.2416324770634
1772931837.617834,291.5523848144001
1772931837.6178665,384.1156846976734
1772931837.6178784,384.94899881726366
1772931837.6337824,228.39153304586384
1772931837.7141132,286.02953199987644
1772931837.714141,203.85115016272118
1772931837.7141519,246.44682130518714
1772931837.7141616,357.8615152742728
1772931837.7141705,387.7050618193238
1772931837.7141793,244.2788688125735
1772931837.7628698,229.00807555823314
1772931837.7944405,138.98566915328144
1772931837.858677,313.6337444800013
1772931837.8907702,120.73566159419617
1772931837.9389813,129.1129455808345
1772931837.9550693,414.95192056051434
1772931837.9711263,386.4945494611575
1772931837.987194,209.4431746474085
1772931838.0414813,299.5047270895201
1772931838.0414996,310.5971059572912
1772931838.0415094,364.6993805936489
1772931838.0415187,396.2288518504228
1772931838.0675676,322.4463038123139
1772931838.067609,129.07097981367778
1772931838.0996456,365.2909304224549
1772931838.1158884,191.9443723607998
1772931838.1639416,169.11950992073363
1772931838.2281747,245.07247472636413
1772931838.2442515,45.81689052446782
1772931838.3407004,369.75882643272587
1772931838.3566773,340.4034599000572
1772931838.3727703,149.38084998580558
1772931838.3888292,108.73633356872544
1772931838.453122,130.84260204433195
1772931838.5133648,313.1255048265869
1772931838.5133848,258.85796858740514
1772931838.5133946,91.57075715212359
1772931838.5454931,251.98239456068683
1772931838.561522,70.20621564349666
1772931838.5776205,88.81976360173049
1772931838.6388435,4321.832475386009
1772931838.6388648,5495.27064799278
1772931838.654938,9304.71263201251
1772931838.735286,5130.397090550878
1772931838.799589,246.52677941304174
1772931838.8798492,-1865.9917530655334
1772931838.9119687,-948.451556638924
1772931838.9601731,979.6455787316027
1772931838.9873977,1159.6132466097815
1772931838.9874177,-64.4987091668965
1772931839.067597,-786.9467441889716
1772931839.1319013,-388.2784630927177
1772931839.2604496,6832.147835463322
1772931839.3086226,5300.573343872306
1772931839.3869402,1441.7179223000385
1772931839.3869667,-1525.2528519821533
1772931839.386978,-1516.4559108029498
1772931839.4672732,236.2314119905903
